citizen_id,party_voted_past,mvar1,mvar2,mvar3,mvar4,mvar5,mvar6,mvar7,mvar8,mvar9,mvar10,mvar11,mvar12,mvar13,mvar14,mvar15,mvar16,mvar17,mvar18,mvar19,mvar20,mvar21,mvar22,mvar23,mvar24,mvar25,v1,v2,v3,v4,v5
C70043,Ebony,0.095238095,0.333333333,0,0,0.238095238,0,0.05,0,0,0.095238095,0,0,0,0,0.111111111,0.055555556,0.222222222,0,0,0,0,0.866666667,0,0,0.933333333,0.150793651,1.472222222,0,0,1.377777778
C70044,Ebony,0,0.238095238,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,1,0,0,0,0,1.493650794,0,0,0
C70045,Ebony,0.095238095,0.142857143,0,0.095238095,0,0.095238095,0.15,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0.4,0,1,0,0.523809524,0.692857143,0,1.19047619,0
C70046,Centaur,0.19047619,0,0.095238095,0.19047619,0,0.047619048,0,0.095238095,0.142857143,0,0.111111111,0,0,0,0,0.055555556,0,0,0.090909091,0,1,0,1,1,0,1.404761905,0,1.19047619,1.424242424,0
C70047,Odyssey,0,0,0,0.047619048,0.047619048,0,0,0,0.047619048,0.047619048,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1.095238095,1.095238095
C70048,Cosmos,0,0,0,0,0.333333333,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.666666667
C70049,Centaur,0.19047619,0.047619048,0,0.238095238,0.047619048,0,0,0,0.142857143,0.047619048,0.111111111,0,0,0,0,0,0.055555556,0,0.181818182,0,1,1,0,1,1,1.301587302,1.103174603,0,1.562770563,1.095238095
C70050,Odyssey,0,0,0,0.19047619,0,0,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.380952381,0
C70051,Cosmos,0.095238095,0,0,0.476190476,0.714285714,0.095238095,0,0,0.19047619,0.333333333,0,0,0,0.111111111,0.444444444,0,0,0,0.272727273,0,1,0,0,1,0.933333333,1.19047619,0,0,2.050505051,2.425396825
C70052,Centaur,0.333333333,0,0,0.047619048,0,0.333333333,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,1,0,0,0.095238095,0
C70053,Ebony,0,0.238095238,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.166666667,0,0,0,0,1,0,0,0,0,1.454761905,0,0,0
C70054,Centaur,0.333333333,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,1,0,0,0,0,1.674603175,0,0,0,0
C70055,Cosmos,0,0.047619048,0,0.095238095,0.142857143,0,0.05,0,0.095238095,0.142857143,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.097619048,0,1.19047619,1.285714286
C70056,Cosmos,0,0,0,0,0.238095238,0,0,0,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.676190476
C70057,Centaur,0.380952381,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,1,0,0,0,0,1.76984127,0,0,0,0
C70058,Cosmos,0,0,0,0,0.571428571,0,0,0,0,0.095238095,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.222222222
C70059,Centaur,0.238095238,0,0,0,0.142857143,0.238095238,0,0,0,0.047619048,0,0,0,0,0.111111111,0,0,0,0,0,1,0,0,0,0.466666667,1.476190476,0,0,0,0.768253968
C70060,Ebony,0,0.047619048,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.097619048,0,0,1
C70061,Ebony,0,0.428571429,0.095238095,0,0.380952381,0,0.15,0,0,0.047619048,0,0.166666667,0,0,0.222222222,0,0.055555556,0.0625,0,0,0,1,1,0,1,0,1.800793651,1.157738095,0,1.650793651
C70062,Cosmos,0,0.047619048,0,0.047619048,0.285714286,0,0.05,0,0.047619048,0.19047619,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,1,1,0,1.097619048,0,1.095238095,1.587301587
C70063,Cosmos,0,0.047619048,0,0.142857143,0.095238095,0,0.05,0,0.047619048,0.095238095,0,0,0,0.111111111,0,0,0,0,0,0,0,1,0,1,1,0,1.097619048,0,1.301587302,1.19047619
C70064,Centaur,0.095238095,0.095238095,0,0.19047619,0.047619048,0.095238095,0,0,0.142857143,0.047619048,0,0,0,0,0,0,0.111111111,0,0.090909091,0,1,1,0,1,1,1.19047619,1.206349206,0,1.424242424,1.095238095
C70065,Cosmos,0,0,0.047619048,0,0.476190476,0,0,0.047619048,0,0.285714286,0,0,0,0,0.222222222,0,0,0,0,0,0,0,1,0,1,0,0,1.095238095,0,1.984126984
C70066,Ebony,0,0.380952381,0,0,0,0,0.15,0,0,0,0,0.166666667,0,0,0,0,0.111111111,0,0,0,0,0.733333333,0,0,0,0,1.542063492,0,0,0
C70067,Ebony,0,0.285714286,0,0,0,0,0.1,0,0,0,0,0.166666667,0,0,0,0,0.111111111,0,0,0,0,1,0,0,0,0,1.663492063,0,0,0
C70068,Centaur,0.571428571,0.095238095,0,0,0,0.285714286,0.05,0,0,0,0.222222222,0,0,0,0,0.055555556,0.055555556,0,0,0,1,1,0,0,0,2.134920635,1.200793651,0,0,0
C70069,Centaur,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.095238095,1,0,0,0
C70070,Centaur,0.380952381,0.047619048,0,0,0,0.142857143,0,0,0,0,0.222222222,0,0,0,0,0.055555556,0.055555556,0,0,0,1,1,0,0,0,1.801587302,1.103174603,0,0,0
C70071,Odyssey,0,0,0,0.904761905,0,0,0,0,0.333333333,0,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.904761905,0
C70072,Cosmos,0.047619048,0,0,0,0.095238095,0.047619048,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.095238095,0,0,0,1.19047619
C70073,Tokugawa,0.047619048,0.095238095,0.523809524,0,0.285714286,0,0,0,0,0.095238095,0,0,0.428571429,0,0.222222222,0.055555556,0.055555556,0.1875,0,0,1,1,0.933333333,0,1,1.103174603,1.150793651,2.073214286,0,1.603174603
C70074,Cosmos,0,0.047619048,0,0,0.047619048,0,0.05,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1.097619048,0,0,1.095238095
C70075,Ebony,0,0.285714286,0,0,0,0,0.05,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.669047619,0,0,0
C70076,Ebony,0,0.428571429,0,0,0.047619048,0,0.3,0,0,0.047619048,0,0,0,0,0,0,0.166666667,0,0,0,0,0.333333333,0,0,0,0,1.228571429,0,0,0.095238095
C70077,Ebony,0,0.904761905,0,0,0,0,0.3,0,0,0,0,0.166666667,0,0,0,0,0.555555556,0,0,0,0,1,0,0,0,0,2.926984127,0,0,0
C70078,Odyssey,0,0,0,0.285714286,0,0,0,0,0.142857143,0,0,0,0,0.111111111,0,0,0,0,0.090909091,0,0,0,0,1,0,0,0,0,1.630591631,0
C70079,Centaur,0.285714286,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,1,0,0,0,0,1.603174603,0,0,0,0
C70080,Centaur,0.19047619,0,0,0,0,0.095238095,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0.866666667,0,0,0,0,1.263492063,0,0,0,0
C70081,Odyssey,0.047619048,0,0,0.19047619,0,0.047619048,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.095238095,0,0,1.380952381,0
C70082,Ebony,0,0.285714286,0,0,0,0,0.2,0,0,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.719047619,0,0,0
C70083,Ebony,0.333333333,0.476190476,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.388888889,0.222222222,0,0,0,1,1,0,0,0,1.722222222,1.998412698,0,0,0
C70084,Ebony,0,0.619047619,0.095238095,0,0,0,0.05,0.095238095,0,0,0,0.333333333,0,0,0,0,0.111111111,0,0,0,0,1,1,0,0,0,2.113492063,1.19047619,0,0
C70085,Cosmos,0,0,0,0,0.428571429,0,0,0,0,0.047619048,0,0,0,0,0.222222222,0,0,0,0,0,0,0,1,0,0.866666667,0,0,1,0,1.565079365
C70086,Odyssey,0,0.047619048,0.142857143,0.333333333,0.095238095,0,0,0.047619048,0.19047619,0,0,0,0.142857143,0.111111111,0.111111111,0,0.055555556,0,0,0,0,1,1,1,1,0,1.103174603,1.333333333,1.634920635,1.206349206
C70087,Centaur,0.238095238,0.095238095,0,0,0.047619048,0,0,0,0,0.047619048,0.222222222,0.166666667,0,0,0,0,0,0,0,0,1,1,0,0,1,1.46031746,1.261904762,0,0,1.095238095
C70088,Centaur,0.380952381,0,0,0,0.047619048,0.285714286,0,0,0,0.047619048,0.111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1.777777778,0,0,0,1.095238095
C70089,Odyssey,0.047619048,0,0,0.19047619,0,0.047619048,0,0,0.095238095,0,0,0,0,0.111111111,0,0,0,0,0,0,1,0,0,1,0,1.095238095,0,0,1.396825397,0
C70090,Odyssey,0.047619048,0.095238095,0,0.523809524,0,0.047619048,0.05,0,0.142857143,0,0,0,0,0.333333333,0,0,0.055555556,0,0,0,1,1,0,1,0,1.095238095,1.200793651,0,2,0
C70091,Odyssey,0,0,0,0.333333333,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.090909091,0,0,1,0,1,0,0,1,0,1.70995671,0
C70092,Odyssey,0,0,0,0.761904762,0.142857143,0,0,0,0.380952381,0,0,0,0,0.444444444,0.111111111,0,0,0,0,0,0,0,0,1,0.2,0,0,0,2.587301587,0.453968254
C70093,Tokugawa,0,0,0.095238095,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.19047619,0,0
C70094,Odyssey,0,0.047619048,0,0.380952381,0,0,0.05,0,0.380952381,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1.097619048,0,1.761904762,1
C70095,Odyssey,0,0,0,0.095238095,0,0,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.19047619,0
C70096,Odyssey,0,0,0,0.761904762,0,0,0,0,0.380952381,0,0,0,0,0.222222222,0,0,0,0,0.363636364,0,0,0,0,1,1,0,0,0,2.728715729,1
C70097,Cosmos,0,0,0.19047619,0,0.19047619,0,0,0.095238095,0,0,0,0,0,0,0.222222222,0,0,0.0625,0,0,0,0,0.666666667,0,0,0,0,1.014880952,0,0.412698413
C70098,Ebony,0,0.523809524,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.333333333,0,0,0,0,0.133333333,0,0,0,0,1.19047619,0,0,0
C70099,Cosmos,0,0.047619048,0,0,0.476190476,0,0.05,0,0,0.19047619,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,0.666666667,0,0.097619048,0,0,1.666666667
C70100,Odyssey,0.047619048,0.095238095,0.095238095,0.428571429,0,0.047619048,0,0,0.19047619,0,0,0,0.142857143,0.111111111,0,0,0.055555556,0,0.090909091,0,0,0,0.466666667,1,0,0.095238095,0.150793651,0.704761905,1.821067821,0
C70101,Odyssey,0,0,0,0.761904762,0,0,0,0,0.047619048,0,0,0,0,0.333333333,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.142857143,0
C70102,Centaur,0.666666667,0.047619048,0,0,0.095238095,0.666666667,0.05,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,1,1,0,0,1,2.333333333,1.097619048,0,0,1.206349206
C70103,Odyssey,0,0.047619048,0.047619048,0.523809524,0,0,0,0,0.19047619,0,0,0,0,0.333333333,0,0,0.055555556,0.0625,0,0,0,0.8,1,1,0,0,0.903174603,1.110119048,2.047619048,0
C70104,Odyssey,0.19047619,0.095238095,0,0.380952381,0,0.095238095,0.05,0,0.142857143,0,0.111111111,0,0,0.111111111,0,0,0.055555556,0,0.272727273,0,1,1,0,1,0,1.396825397,1.200793651,0,1.907647908,0
C70105,Odyssey,0.047619048,0,0,0.19047619,0,0.047619048,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0.181818182,0,1,0,0,1,0,1.095238095,0,0,1.483405483,0
C70106,Cosmos,0,0,0,0,0.619047619,0,0,0,0,0.142857143,0,0,0,0,0.555555556,0,0,0,0,0,1,1,0,0,1,1,1,0,0,2.317460317
C70107,Cosmos,0.047619048,0,0,0,0.095238095,0.047619048,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,1,0,0,0,1,1.095238095,0,0,0,1.206349206
C70108,Ebony,0,0.333333333,0,0,0,0,0.1,0,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0,0,0,1,0,0,0,0,1.766666667,0,0,0
C70109,Centaur,0.714285714,0,0.142857143,0,0,0.380952381,0,0.047619048,0,0,0.111111111,0,0.142857143,0,0,0.277777778,0,0,0,0,1,0,1,0,0,2.484126984,0,1.333333333,0,0
C70110,Centaur,0.380952381,0.142857143,0,0,0,0.095238095,0.05,0,0,0,0.333333333,0,0,0,0,0,0.055555556,0,0,0,0.266666667,0.2,0,0,0,1.076190476,0.448412698,0,0,0
C70111,Ebony,0,0.238095238,0,0,0,0,0.05,0,0,0,0,0.166666667,0,0,0,0,0.055555556,0,0,0,0,1,0,0,0,0,1.51031746,0,0,0
C70112,Ebony,0.047619048,0.380952381,0,0,0.047619048,0.047619048,0.25,0,0,0.047619048,0,0,0,0,0,0,0.111111111,0,0,0,1,1,0,0,1,1.095238095,1.742063492,0,0,1.095238095
C70113,Odyssey,0,0,0,0.428571429,0,0,0,0,0.380952381,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,1,0,0,0,0,1.9004329,0
C70114,Cosmos,0,0.142857143,0,0.285714286,0.80952381,0,0.05,0,0.095238095,0.428571429,0,0.166666667,0,0.222222222,0.333333333,0,0,0,0,0,0,0.666666667,0,1,0.933333333,0,1.026190476,0,1.603174603,2.504761905
C70115,Centaur,0.666666667,0,0.476190476,0,0,0.095238095,0,0.095238095,0,0,0,0,0.142857143,0,0,0.555555556,0,0.125,0,0,1,0,1,0,0,2.317460317,0,1.839285714,0,0
C70116,Odyssey,0,0,0,0.380952381,0,0,0,0,0.380952381,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1.761904762,0
C70117,Tokugawa,0,0,0.666666667,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0.5,0,0,0,1,1,0,0,0,1,2.452380952,0,0
C70118,Odyssey,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.095238095,0
C70119,Odyssey,0,0,0,0.571428571,0,0,0,0,0.095238095,0,0,0,0,0.555555556,0,0,0,0,0,0,0,0,0,0.866666667,0,0,0,0,2.088888889,0
C70120,Tokugawa,0,0,0.380952381,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0.3125,0,0,0,0,0.4,0,0,0,0,1.141071429,0,0
C70121,Odyssey,0,0,0,0.238095238,0,0,0,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1.476190476,0
C70122,Centaur,0.523809524,0,0,0,0,0.19047619,0,0,0,0,0.333333333,0,0,0,0,0.055555556,0,0,0,0,1,0,0,0,0,2.103174603,0,0,0,0
C70123,Odyssey,0,0,0,0.714285714,0,0,0,0,0.476190476,0,0,0,0,0.111111111,0,0,0,0,0.272727273,0,0,0,0,1,0,0,0,0,2.574314574,0
C70124,Cosmos,0,0,0,0,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.095238095
C70125,Centaur,0.428571429,0,0,0,0,0.238095238,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,1,0,0,0,0,1.888888889,0,0,0,0
C70126,Tokugawa,0,0.333333333,0.380952381,0,0,0,0.1,0.095238095,0,0,0,0.166666667,0.285714286,0,0,0,0.166666667,0.125,0,0,0,1,1,0,0,0,1.766666667,1.886904762,0,0
C70127,Centaur,0.619047619,0,0,0,0.047619048,0.142857143,0,0,0,0.047619048,0.444444444,0,0,0,0,0,0,0,0,0,0.466666667,1,0,0,1,1.673015873,1,0,0,1.095238095
C70128,Odyssey,0,0,0,0.238095238,0,0,0,0,0.19047619,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,1,0,0,0,0,1.519480519,0
C70129,Odyssey,0,0,0,0.333333333,0,0,0,0,0.238095238,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.682539683,0
C70130,Centaur,0.571428571,0.285714286,0.095238095,0,0,0.095238095,0.2,0,0,0,0.555555556,0.166666667,0.142857143,0,0,0,0,0,0,0,1,0.333333333,1,0,0,2.222222222,0.985714286,1.238095238,0,0
C70131,Centaur,0.095238095,0,0.19047619,0,0,0.095238095,0,0.095238095,0,0,0,0,0.142857143,0,0,0,0,0,0,0,1,0,1,0,0,1.19047619,0,1.428571429,0,0
C70132,Cosmos,0,0,0,0,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.285714286
C70133,Centaur,0.380952381,0.095238095,0,0.333333333,0,0,0,0,0.047619048,0,0.222222222,0,0,0.222222222,0,0,0.055555556,0,0,0,0,1,0,1,0,0.603174603,1.150793651,0,1.603174603,0
C70134,Ebony,0.142857143,0.095238095,0,0,0.095238095,0.142857143,0.1,0,0,0.095238095,0,0,0,0,0,0,0,0,0,0,0,0.733333333,0,0,0,0.285714286,0.928571429,0,0,0.19047619
C70135,Centaur,0.380952381,0,0,0.095238095,0,0.285714286,0,0,0.047619048,0,0.111111111,0,0,0,0,0,0,0,0.090909091,0,0.333333333,0,0,1,0,1.111111111,0,0,1.233766234,0
C70136,Centaur,0.380952381,0,0,0.047619048,0,0.285714286,0,0,0.047619048,0,0.111111111,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1.777777778,0,0,1.095238095,0
C70137,Odyssey,0,0,0,0.666666667,0,0,0,0,0.285714286,0,0,0,0,0.222222222,0,0,0,0,0.272727273,0,0,0,0,1,0,0,0,0,2.447330447,0
C70138,Tokugawa,0,0,0.238095238,0,0,0,0,0.238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.476190476,0,0
C70139,Centaur,0.142857143,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0,0,0,0.952380952,0,0,0,0
